user,text,canidate
JoeBosso,@realDonaldTrump https://t.co/NvDfHRLL3j,trump
nurse_jae,"@realDonaldTrump Do use your absentee ballot in November, Don. Go home to FL. When you lose, just stay there.",trump
OnSecondThawt,@realDonaldTrump Why don’t you add funding to it to decrease the chance of it getting lost? 🤔  it’s mind boggling t… https://t.co/gbD2KMp6Sb,trump
Richard48969116,@realDonaldTrump https://t.co/47ciavbGzR,trump
rodin42089142,@realDonaldTrump @TheRightMelissa You are really afraid of mail in voting but not electronic voting machines?? Obvi… https://t.co/RDp8FyS84i,trump
lowrad57,"@realDonaldTrump Staged reality TV, BULLSH*T",trump
Richard48969116,@realDonaldTrump https://t.co/iPX05IYavl,trump
asfurd,@realDonaldTrump @TheRightMelissa If we can wait in line at the grocery we can wait in line at the ballot box!,trump
Ajokeronjack1,@realDonaldTrump Thief i hope u lose. U cant do anything without stealing,trump
Richard48969116,@realDonaldTrump https://t.co/LN1eL0u9Cv,trump
JetBlueOne1,"@realDonaldTrump PUTIN""S IGNORANT PUPPET https://t.co/Nq9ELgMNxi",trump
lffwrnzz,@realDonaldTrump https://t.co/6lSymeH3Ik https://t.co/AT5FzukAOW,trump
ElectricSquirr1,@realDonaldTrump Waaaaa!!!! I bet  That you are so naive you wonder why!!! LOL https://t.co/i9xptCaoMU,trump
Richard48969116,@realDonaldTrump https://t.co/3R53gx8L0S,trump
ilovehorses1961,@realDonaldTrump You’ll try  anything won’t you ?  FAKE NEWS,trump
brehmjen,@realDonaldTrump Hey idiot....that's not fraud.  That's you trying to break our postal system.,trump
Richard48969116,@realDonaldTrump https://t.co/5sE1Np4NW1,trump
rideseib,"@realDonaldTrump Democrats want mail in voting so they can assist the homeless on how ""they"" vote and still use the dead",trump
Richard48969116,@realDonaldTrump https://t.co/gxvk0Nj8h7,trump
Richard48969116,@realDonaldTrump https://t.co/WznP7WOhj9,trump
weathergal23,@realDonaldTrump Donald Trump has really bad giant pores. Gross https://t.co/TMr37NXNSx,trump
osi_abdul,@realDonaldTrump #HOTachaSings #HOTachaSings  https://t.co/p7kyxAKfnM,trump
Fatemeh1367_ak,@realDonaldTrump We are closer to you than this #Missile_Farm,trump
1amused,"@realDonaldTrump If you win, the election was rigged.",trump
jake24924753,@realDonaldTrump Thanks for the heads up doneld ill be sure to make sure I vote you out,trump
trevormdale,@realDonaldTrump Oh that is fake though....,trump
reader_beach,@realDonaldTrump @ArtValley818 #SilentMajorityRising https://t.co/pbM9Rj51WB,trump
Zeus39644610,"@realDonaldTrump Over 150,000 dead Americans.",trump
Deuce2013Dawn,"@realDonaldTrump The postmaster general is appointed by nine governors, appointed by the president with the advice… https://t.co/BtFAGu4vd5",trump
OLIVERLESA66,@realDonaldTrump This is how the @GOP and your #MAGA2020 NAZI 🐖 are doing it. Tgank you for nothing.,trump
Elisha00161729,@realDonaldTrump We’ve been voting by mail for 30 years with no problems.  Stop making people afraid to vote you weirdo.,trump
tkstaub,"@realDonaldTrump Looking at all of this, one question comes up: Is the US really a developed country. Elsewhere in… https://t.co/Ndv5lKhXRj",trump
happyti47693534,"@realDonaldTrump I found the perfect shirt would you like one , order it yourself , you’re getting played like a fi… https://t.co/rYFpqzE4kW",trump
m_majerloo,@realDonaldTrump #Missile_Farm  🇮🇷🇮🇷🇮🇷🇮🇷🇮🇷🇮🇷,trump
Wells43123,@realDonaldTrump Not good.,trump
forinfan,@realDonaldTrump Those aren't votes.,trump
Phillip2020Vote,@realDonaldTrump Donald Trump thinks this will give him a second term. #SAD https://t.co/mFar4pPppE,trump
protest_date,@realDonaldTrump I will never trust anything from your source. RNC Research? Oh please! Vote by Mail AKA Absentee V… https://t.co/AXVTBkKI8q,trump
HellaFitzgerald,@realDonaldTrump https://t.co/KdsXMvnTg7,trump
wildcat58,@realDonaldTrump And how often are votes messed up at the polling places especially when you shut polling places do… https://t.co/FDDJVXtGLl,trump
RageTweet3,@realDonaldTrump A Mock Election. That's all that is needed to say here.  Reported.,trump
BuddhaBhoys,@realDonaldTrump https://t.co/lEo21Fu5IT,trump
JudyOlo,@realDonaldTrump https://t.co/iLrn83JWSA,trump
RealSleepyJoe,@realDonaldTrump Flawless!,trump
MichaelHoefling,@realDonaldTrump there is a reason why the democrats are pushing mail in ballots https://t.co/OnO81qMTHe,trump
chrismcp67,@realDonaldTrump Worries about something? #NovemberIsComing #BidenPledgesAllegianceToUS #TrumpFailedAmerica,trump
pocketsronny,@realDonaldTrump @DiamondandSilk I worked at the post office. Management is corrupt and usually democrat “union”. T… https://t.co/WTTqIpNXPp,trump
rob13567,"@realDonaldTrump We don’t want you, accept it.",trump
_GregMoll,@realDonaldTrump You are down bigly in every poll because you believe crazy shit like demon have sex with us while… https://t.co/QPjQYd1Ho3,trump
BonnieC92364623,"@realDonaldTrump MURDERIBG CLOWN, YOU VOTE BY MAIL, YOUR STAFF VOTES BY MAIL, LOSING END OF STICK! MOROMIC BUFFOON!… https://t.co/GQ8u8iINYZ",trump
MarcKenig,"@realDonaldTrump BT@, that's a CBS This Morning network story by Tony Dokoupil being replayed locally as a WARNING… https://t.co/kK4rLNCmMp",trump
TrumpGal4,@realDonaldTrump Totally fraudulent way of voting,trump
crunchradio,"@realDonaldTrump Another lie, by the greatest liar in history. https://t.co/vQO6i5rUFK",trump
eglowrey,"@realDonaldTrump IMO, the DC elite have been planning a 2020 mail-in election since, at least, 2018. Mail easier to… https://t.co/IvRrIZoTle",trump
JustMeAndMilo,"@realDonaldTrump Cough, cough... Excuse me Mr  'President' Sir but what happened to your stupid tweets about!  ""OBA… https://t.co/Ru9i57MHhc",trump
mcqueen_lola,@realDonaldTrump The crooked mail workers will get off by the Democrats to destroy the republican votes.,trump
BreakFaith,@realDonaldTrump That is not a commentary on voting it is a commentary on the failure of the postal system...which… https://t.co/0wihHP73nc,trump
JamesWa05363091,@realDonaldTrump Your concern is self-serving. Please try to win the election by merit of your ideas,trump
ZaphoidPA,"@realDonaldTrump You voted by mail, or did you get a "" special"" ballot?",trump
petedclark,@realDonaldTrump you let CPS take my children now that my sole is dead i will make sure i haunt you forever it will… https://t.co/13meIcZiRi,trump
Notmyprez2020,"@realDonaldTrump Wow, you are desperate.  Just resign...",trump
tesa_silva,@realDonaldTrump WHY IS IT OK FOR YOU TO VOTE BY MAIL BUT NOT OK FOR ANYONE ELSE? https://t.co/ImkJTROWfs,trump
Ed75298056,@realDonaldTrump So...according to the video votes may be lost but you’re claiming fraud,trump
Rubyticket,"@realDonaldTrump voting by mail..what's good for the goose..blah, blah, blah #Biden2020  #FauciIsAHero",trump
Breech_Loader,@realDonaldTrump I dare say there will be a lot of mislaid votes too.,trump
auh2o2020,@realDonaldTrump I have never had anything lost in the mail in 56 years. Up until recently I have always payed my b… https://t.co/eq9ZE94A2M,trump
TomTheBert,"@realDonaldTrump Also, those missing 3 votes could arrive in a day or two. The post mark is what matters, not the d… https://t.co/1MPodNcNB5",trump
AlmuthafknBrown,@realDonaldTrump https://t.co/uAod4W6Cvk,trump
TrollerHoly,@realDonaldTrump So we can or can’t trust the media? I’m so confused.,trump
MsKiyah28,@realDonaldTrump #JusticeForBreonnaTaylor,trump
2Templars,@realDonaldTrump https://t.co/xKYT7Zv0lq,trump
RFK1966,@realDonaldTrump https://t.co/lgGAjk3UZP,trump
oldmate777,@realDonaldTrump I hope he voted for Biden🤣,trump
EbaileyRetired,"@realDonaldTrump Check this out.  CBS news ""actually"" attempting to do real investigative reporting and determines… https://t.co/jrsUXolCFp",trump
mdb520,@realDonaldTrump https://t.co/8nQzDc59cb,trump
petedclark,@realDonaldTrump this is for Trump your Courts your CPS kidnapped my children killed my sole I have nothing I pray… https://t.co/1IqmJdfddV,trump
StatsandmathPol,@realDonaldTrump How long till it's arrived and counted?  Did you appoint the  USPS Postmaster ??? https://t.co/l0cIejWz1w,trump
Pennybirdrosez1,@realDonaldTrump https://t.co/cu2M4Yp7pE,trump
Notsosureabout1,@realDonaldTrump @realDonaldTrump Ohio needs you now. We need the freedom to choose HCQS over dying now!,trump
JFlash1776,@realDonaldTrump Obviously you know you're going to lose. What a childish strategy.,trump
AllDaFur,"@realDonaldTrump Check mine out- i got this text, but my name is not Charles and I don’t live in GA... https://t.co/0eeTqHOhr3",trump
LuckyGiGi5,"@realDonaldTrump 150,000 Americans dead. #TrumpVirus https://t.co/A5c4Xxr83M",trump
SamselHelen,@realDonaldTrump Any vote by mail should be notorized and sent registered mail.  Anything else should be invalid. One EO can do this.,trump
WayneMu40875227,@realDonaldTrump If you mail in your election the Communist socialist Democrat Party will cheat like they have for 50 years,trump
CarlisleTrisha,@realDonaldTrump How do you get all those ballots?they will only send me one form to fill out. 🙄,trump
Steadyruncho123,@realDonaldTrump https://t.co/iFJRMiRXNd,trump
duanechez,@realDonaldTrump You are the only one lying. STOP with your conspiracy. You think you are a victim because that's your choice!,trump
Ooomaroo3,@realDonaldTrump This is unacceptable!!  I work the polls on election days and will to do it again this time!!  JUS… https://t.co/69FWeAsQXW,trump
Dittothat1,@realDonaldTrump Why is a Augusta news station doing a local experiment in Philadelphia? Something about this stinks.,trump
baseballmimi1,@realDonaldTrump Show us where they all get counted.,trump
Kouraku_Jiuko,"@realDonaldTrump Donald, you know what?  My wife really love you and she says the world would be over unless you ar… https://t.co/NHg05ujzOj",trump
MattBigly,@realDonaldTrump Time you got that fixed. Everything is simple for you. Lax PO doesn't equate to rigged.,trump
DJTGUNN,@realDonaldTrump Flase again using scare tactics won't  work you just setting people up just in case you don't win… https://t.co/NJkp9ZvxNT,trump
Jeff_Marz,@realDonaldTrump Another Video retweeted with no credentials of who made it. Is this another Tea Party production l… https://t.co/AM6WDie6qL,trump
demedicis,@realDonaldTrump @FoxNews @DHSgov https://t.co/hG6u91tBNS,trump
KevMQ123,@realDonaldTrump @FoxNews @DHSgov Troops pulled out Don. Never belonged there anyway.  Invited violence so you coul… https://t.co/KlB72pLCp3,trump
Rodneysmith397,"@realDonaldTrump @FoxNews @DHSgov Another failed mission,  just own it.  Moms won",trump
Samanth20355971,@realDonaldTrump @FoxNews @DHSgov Thankyou!! Useless Governor and Mayor.,trump
gaskin_max,"@realDonaldTrump @FoxNews @DHSgov If it too complicated to discuss in a tweet, I guess expecting you to discuss it… https://t.co/UU5q9L5z1r",trump
jackson67801938,@realDonaldTrump @FoxNews @DHSgov #TrumpVirusCatastrophe US records a NEW #TrumpVirus DEATH Every Single Minute. U.… https://t.co/0BW3uGypuu,trump
connecticut_joe,@realDonaldTrump @FoxNews @DHSgov https://t.co/WOlMifemJz,trump
RealCalVarnson,@realDonaldTrump @FoxNews @DHSgov **Too** mr. big brain,trump
kcbankruptcy,@realDonaldTrump @FoxNews @DHSgov ☹️ little Donnie @realDonaldTrump got his feelings hurt but @FoxNews but hey he d… https://t.co/RSPmDymPSh,trump
protest_date,"@realDonaldTrump @FoxNews @DHSgov When Faux News is going against you, you know you’re really bad at you job!",trump
Mike9056,"@realDonaldTrump @FoxNews @DHSgov When you say too complicated, don't you mean that you have no clue",trump
BuddhaBhoys,@realDonaldTrump @FoxNews @DHSgov https://t.co/CCCm7tIzlT,trump
SueNethercott,"@realDonaldTrump @FoxNews @DHSgov You are doing the anarchists' job,, not that of the local government or genuine protesters.",trump
Wildnrnz,@realDonaldTrump @FoxNews @DHSgov You are trying to save your failing campaign at the expense of the civil rights o… https://t.co/mHRNiBaloe,trump
MRS82350483,@realDonaldTrump @FoxNews @DHSgov https://t.co/EyloKzZO3o,trump
Mike9056,"@realDonaldTrump @FoxNews @DHSgov You can demand till you turn blue in the face, but the governor and mayor don't answer to you.",trump
derangedpotus,@realDonaldTrump @FoxNews @DHSgov Too complicated for you to understand too many grammar rules.,trump
sbaio_blcked_me,"@realDonaldTrump @FoxNews @DHSgov It’s “too”, you 4th grade reject.",trump
Stephen41778837,@realDonaldTrump @FoxNews @DHSgov Law and Order,trump
TracyLeannSmit1,@realDonaldTrump @FoxNews @DHSgov Investigate!!!,trump
Blueheathen,"@realDonaldTrump @FoxNews @DHSgov You can’t do your own job, heaven help us if you try to do someone else’s!",trump
hinojosaleticia,@realDonaldTrump @FoxNews @DHSgov Too*   Such an embarrassment.,trump
SpotOnDowe,@realDonaldTrump @FoxNews @DHSgov Too.,trump
brendajlair,"@realDonaldTrump @FoxNews @DHSgov Mr. President, that Portland Govenor used this meeting as a SHAM to get the Feder… https://t.co/fKHUcjHiqz",trump
markWil96175456,@realDonaldTrump @FoxNews @DHSgov Daytime Fox is pretty radical at times but it's about ALL we got If propaganda ms… https://t.co/W2bIJVXkMc,trump
Chuckjson,"@realDonaldTrump @FoxNews @DHSgov That's the problem. You suck at your job and have caused more, not less, chaos by… https://t.co/P40HAlglYL",trump
jrich831,@realDonaldTrump @FoxNews @DHSgov If this assclown gets reelected this is what it will look like daily outside the… https://t.co/BjBRZDRTYn,trump
sdicato,@realDonaldTrump @FoxNews @DHSgov https://t.co/V4KCyNbrgp,trump
MartinB51412693,@realDonaldTrump @FoxNews @DHSgov Fox News 👍 https://t.co/5VLoY200Wu,trump
scobbydoo2,@realDonaldTrump @FoxNews @DHSgov Past  War vets were helping the protesters safety against your Gestapo   And reme… https://t.co/6b9WxvpUOY,trump
Dcoronata,@realDonaldTrump @FoxNews @DHSgov The law is very plain you can't come in unless you're asked.,trump
TrumpGal4,@realDonaldTrump @FoxNews @DHSgov How hard can it be to get it right? Not good Fox,trump
ViewsSkewed,@realDonaldTrump @FoxNews @DHSgov You are sending a terrorist unit to suppress freedom of speech,trump
TracyLeannSmit1,@realDonaldTrump @FoxNews @DHSgov https://t.co/lFTga0qw2E,trump
NiceorNecessary,@realDonaldTrump @FoxNews @DHSgov You just can’t admit that you are running roughshod all over the Constitution but… https://t.co/GKEurc5VtG,trump
dpete92821373,@realDonaldTrump @FoxNews @DHSgov https://t.co/5XOGTtnehp,trump
dpete92821373,@realDonaldTrump @FoxNews @DHSgov https://t.co/YAzGB68IQe,trump
carogonza,@realDonaldTrump @FoxNews @DHSgov No one wants you. Stay out of the states.,trump
BobMurp27639597,@realDonaldTrump @FoxNews @DHSgov Wish you had shown this much attention to the Coronavirus in March and supporting states with PPP.,trump
SaranShadhu,@realDonaldTrump @FoxNews @DHSgov Trump Star Trek America,trump
WhiteHawkRaven,"@realDonaldTrump @FoxNews @DHSgov You've never ""done your job""; left dealing w/Covid up to the states &amp; w/out a con… https://t.co/pPm0KdDZmy",trump
scobbydoo2,@realDonaldTrump @FoxNews @DHSgov Fox like everybody else knows what you're about now so they don't care about you now more,trump
Kathy_b004,@realDonaldTrump @RealMattCouch @FoxNews @DHSgov Of course it is they are trying to replace CNN. Stay with @OANN if you want truth.,trump
danleo0,@realDonaldTrump @FoxNews @DHSgov The democrats are very weak on crime but what is worse is they are enabling and e… https://t.co/nBpixDWcNp,trump
christoddva,@realDonaldTrump @FoxNews @DHSgov Stop acting like a fascist.,trump
JamPond,"@realDonaldTrump @FoxNews @DHSgov Double O, numpty",trump
GallettiSusan,@realDonaldTrump @FoxNews @DHSgov Hate Fox.   You have waited long enough do it send them in,trump
JonnLeeper,@realDonaldTrump @FoxNews @DHSgov Do you ever read back what you type?,trump
jammalisa,@realDonaldTrump @FoxNews @DHSgov What is going on with Fox??,trump
TheDramaClubStl,@realDonaldTrump @FoxNews @DHSgov LIES! You lost in Portland because of overreach and had to leave. LOSER! #3.,trump
zelon88,@realDonaldTrump @FoxNews @DHSgov You want nothing more than a state run propaganda network.,trump
Junieharris2020,"@realDonaldTrump @FoxNews @DHSgov And the fckn word is too, not to.. lordy,that professor was right about you and ur jeanous",trump
TheDebraJean,"@realDonaldTrump @FoxNews @DHSgov What’s the matter little Donnie, your servants aren’t following your orders and a… https://t.co/C172gzgDHS",trump
bruce_mofford,@realDonaldTrump @FoxNews @DHSgov THE GR8TEST PRESIDENT EVER,trump
Trudyjo0816,@realDonaldTrump @FoxNews @DHSgov Now Fox News is reporting the truth. It’s about time. How about YOU do your job a… https://t.co/L3Nwx4duvN,trump
shadowman2005,@realDonaldTrump @FoxNews @DHSgov You are the master purveyor of fake news so resign already if fake news is so abhorrent to you.,trump
Deuce2013Dawn,@realDonaldTrump @FoxNews @DHSgov Like you did in DC?  Tear gassing peaceful protestors.  Violating the 1ST AMMENDM… https://t.co/kBcvvrrJ50,trump
brexinga,@realDonaldTrump @FoxNews @DHSgov Do what the Federal governement orders you or we send you paramilitary unit...sou… https://t.co/fQ7mK00sq4,trump
Sarah25073092,@realDonaldTrump @FoxNews @DHSgov *too complicated.,trump
cherishRfreedom,@realDonaldTrump @vtbirkenstock @FoxNews @DHSgov I don’t watch Fox News-they are compromised and no longer credible.,trump
bguthrie1968,@realDonaldTrump @FoxNews @DHSgov https://t.co/wxUxsWcsrL,trump
XF_14AE,@realDonaldTrump @FoxNews @DHSgov We see what you’re doing. #TrumpGestapo #GOPGestapo #1A https://t.co/ZhSSPQuTzF,trump
jhwass,@realDonaldTrump @FoxNews @DHSgov “To complicated” to discuss in a tweet. You can’t even use proper grammar in sinp… https://t.co/ESN6d0tLWQ,trump
OLIVERLESA66,@realDonaldTrump @FoxNews @DHSgov I’M PISSING IN MY PANTS 🤣   https://t.co/HSnUTAcJLR,trump
UnivtedI,@realDonaldTrump @FoxNews @DHSgov https://t.co/Bxbes6ORv9,trump
Drakesylvan,@realDonaldTrump @FoxNews @DHSgov You are like a child being upvoted by brainwashed cretans and bots. 🤦,trump
pretty_bubba,"@realDonaldTrump @FoxNews @DHSgov “too”, not “to”. So professional of POTUS to  whine about TV news when virus deat… https://t.co/bOgvOO2moF",trump
vcrp,"@realDonaldTrump @FoxNews @DHSgov Bad reporting when they say anything against your opinion, brilliant reporting wh… https://t.co/zVAyvNpdle",trump
Melissa19261499,"@realDonaldTrump @FoxNews @DHSgov Its really not that complicated, The insurrection act Bush used it in 1992 Rodney… https://t.co/qcBJWf1p6j",trump
Rick_B4u,@realDonaldTrump @FoxNews @DHSgov Kisses to my bitches.........😘😘😘😘😘😘😘😘 https://t.co/ynVoBKkOt0,trump
RobertReadSR2,@realDonaldTrump @FoxNews @DHSgov Fox sometimes makes the New Bigger than it should be.,trump
JohnKachuba,"@realDonaldTrump @FoxNews @DHSgov Wow! Are you saying that even FOX  News has turned against you? Amazing! So, no m… https://t.co/eF3NLxFHmk",trump
suekrek,@realDonaldTrump @FoxNews @DHSgov People with morals and respect don't listen to Fox News or YOU.   #FoxNewsLies… https://t.co/osEQiEdv1K,trump
JStensney,@realDonaldTrump @FoxNews @DHSgov Too,trump
t500kingtt,@realDonaldTrump @FoxNews @DHSgov Your snatching citizens up secret police . Imagine after your out of office all r… https://t.co/MnHgg5mkA2,trump
MakerHamburger,"@realDonaldTrump @FoxNews @DHSgov Liar, INCOMPETENT 150,000 dead Americans, 40 million UNEMPLOYED AMERICANS",trump
Geeagha,@realDonaldTrump @FoxNews @DHSgov ربنا يخدك يا عم,trump
Trudyjo0816,@realDonaldTrump @FoxNews @DHSgov 1000+ deaths from Covid-19 daily!  Praising quack doctors is so irresponsible!,trump
oostaboosta,"@realDonaldTrump @FoxNews @DHSgov Ie, YOU have no arguement to make...just spewing more FAKE NEWS.",trump
repholtzc,@realDonaldTrump @FoxNews @DHSgov As in “too compnicated”???,trump
IM4NY,@realDonaldTrump @FoxNews @DHSgov Everyone knows what you’re doing. It’s nothing more than a dangerous and irrespon… https://t.co/ulNBFbR10L,trump
WeStand4Freedom,@realDonaldTrump @FoxNews @DHSgov Watch your grammer 🙄,trump
stoptrump_ogdg,@realDonaldTrump @FoxNews @DHSgov https://t.co/wOCxLV4Ih9,trump
sap1028,@realDonaldTrump @FoxNews @DHSgov Always the victim!  We saw it was Trump’s goons that incited violence. Trump’s invasion is backfiring,trump
BibleBabble_,@realDonaldTrump @FoxNews @DHSgov Is America the name of his new golf club?,trump
Complicit_GOP,@realDonaldTrump @FoxNews @DHSgov #NobodyLikesTrump,trump
WeStand4Freedom,@realDonaldTrump @FoxNews @DHSgov And I suppose you are going to report it correctly? 😒,trump
teamslump1,@realDonaldTrump @FoxNews @DHSgov Incorrectly? Really? They're your fucking lackeys,trump
tweets4shay,@realDonaldTrump @FoxNews @DHSgov No❤️ https://t.co/AfcHtVd0r7,trump
kaleberry3,@realDonaldTrump @FoxNews @DHSgov https://t.co/8CrkBziV3q,trump
SCCToGo,@realDonaldTrump @FoxNews @DHSgov Here’s the truth you and your campaigne don’t get:  Americans are just plain tire… https://t.co/VcnhWngFaR,trump
FionaChristie8,@realDonaldTrump @FoxNews @DHSgov *Too*  complicated not *to* ya dumb fuck 🤬,trump
Ayanna18,"@realDonaldTrump @FoxNews @DHSgov Dear President stable genius: It's *too, not *to.",trump
rob740,@realDonaldTrump @FoxNews @DHSgov I hope you have a lousy day,trump
DebbieSVA,@realDonaldTrump @FoxNews @DHSgov This 👇👇👇👇  https://t.co/0tyvaC05pl,trump
Tammy94048719,@realDonaldTrump @FoxNews @DHSgov Do your job first.,trump
William08111376,@realDonaldTrump @FoxNews @DHSgov FOX NEWS IN NOTHING MORE THAN A SPIT SHOW!! https://t.co/maSPbhJX0k,trump
Rick_Stokely,@realDonaldTrump @FoxNews @DHSgov You're not welcome there. You don't get to send armed thugs into American cities… https://t.co/2aUMTJA2Bz,trump
CaseyAudrain,"@realDonaldTrump @FoxNews @DHSgov You will “do their jobs for them”? Don’t you mean, you will be disrespectful of t… https://t.co/FWqx6xoXTd",trump
ImPurpleAtheist,@realDonaldTrump @FoxNews @DHSgov You're the president and you don't know the difference between to and too?,trump
oscaraltuve2,@realDonaldTrump @FoxNews @DHSgov AMERICA GREAT AMERICA IN PEACE,trump
drsistrunk,@realDonaldTrump @FoxNews @DHSgov @AP @CNN @ajc @nytimes @latimes @seattletimes @MiamiHerald @VanityFair… https://t.co/EY2fGc5ynk,trump
dmmccs,"@realDonaldTrump @FoxNews @DHSgov To, too, two",trump
feeling0494,@realDonaldTrump @FoxNews @DHSgov https://t.co/SBSxuBJmzs,trump
VAVoter2020,"@realDonaldTrump @FoxNews @DHSgov There are 150,000 Americans DEAD on YOUR watch. #TrumpVirus",trump
SearceyMike,@realDonaldTrump @FoxNews @DHSgov You are doing a political stunt in Portland. Nothing more.,trump
freyaeloise,@realDonaldTrump @FoxNews @DHSgov This is wrong,trump
Squirrellife66,@realDonaldTrump @FoxNews @DHSgov A bit hypocritical don’t you think !              You haven’t done YOUR JOB since… https://t.co/8gSwQFZEAl,trump
LatinosinWallSt,@realDonaldTrump @FoxNews @DHSgov ATLANTA – Three former presidents are expected to attend the funeral Thursday for… https://t.co/OZuMX9DcB3,trump
SwizzyMcGilroy,@realDonaldTrump @FoxNews @DHSgov I demand you do your job.  But that would be impossible for you.  Can we have Bid… https://t.co/91tTliqAO1,trump
theatifism,@realDonaldTrump @FoxNews @DHSgov Too!!!,trump
TerryJa18356576,@realDonaldTrump @FoxNews @DHSgov To Too Ignorance,trump
CurtisCravenATX,@realDonaldTrump @FoxNews @DHSgov You're TANKING TANKING TANKING!!! Thanks for being so DUMB.,trump
aMarieTucker,@realDonaldTrump @FoxNews @DHSgov https://t.co/sP81lu3AfC,trump
mixon_alice,@realDonaldTrump @FoxNews @DHSgov And we demand that you president trumpie DO YOUR FUCKING JOB.,trump
MariRyhal,"@realDonaldTrump @FoxNews @DHSgov Too complicated huh? PERSON,  WOMAN,  MAN,  CAMERA, TV",trump
anniebannany69,@realDonaldTrump @FoxNews @DHSgov ”Too” complicated...,trump
Throwhimoutnow,@realDonaldTrump @FoxNews @DHSgov Resign you ignorant lunatic. #AllRoadsLeadToPutin #ResignNow,trump
TheWondersNatur,@realDonaldTrump @FoxNews @DHSgov Trump's New Favorite Covid Doctor Thinks Demon Sex Makes You Sick https://t.co/JeSVQyDzYR via @YouTube,trump
KelleyLarionRie,@realDonaldTrump @FoxNews @DHSgov #Biden2020,trump
Mike46684035,@realDonaldTrump @FoxNews @DHSgov Both the governor and mayor should be removed from office. I hope when their next… https://t.co/ECBDQGlS6v,trump
m_trevis,"@realDonaldTrump @FoxNews @DHSgov ""Too""..",trump
lfsgd_diane,@realDonaldTrump @FoxNews @DHSgov #WhinerInChief,trump
Donald05847513,@realDonaldTrump @FoxNews @DHSgov You’re a funny guy.,trump
Zilly1974,@realDonaldTrump @FoxNews @DHSgov It's brutal chemical warfare. I have so many screenshots of live feeds showing no… https://t.co/RjtEi2kJUj,trump
RondaB05427221,@realDonaldTrump @FoxNews @DHSgov STOP LYING!!! STOP LYING!!! STOP LYING!!!  VOTE THIS LOSER OUT!  LOCK HIM UP! LOCK HIM UP! LOCK HIM UP!,trump
catintx17,@realDonaldTrump @FoxNews @DHSgov #incompetencekills,trump
PortElm31_YT,@realDonaldTrump @FoxNews @DHSgov 10/10 grammar,trump
ATuquoque,"@realDonaldTrump @FoxNews @DHSgov Maybe you need a press secretary to explain the policy rather than go off on ""tRu… https://t.co/1HqkHPrYRC",trump
Thms80,@realDonaldTrump @FoxNews @DHSgov https://t.co/mYvgZDgMZo,trump
RykerStephenson,@realDonaldTrump @FoxNews @DHSgov You’re a monster.,trump
Hazardpaynation,@realDonaldTrump @FoxNews @DHSgov https://t.co/dEZlM5w4Rs,trump
IM4NY,"@realDonaldTrump @FoxNews @DHSgov “To” complicated? You’re the damn president, spelling and grammar matters, not to… https://t.co/sFPE1hVAam",trump
Charleyflst,"@realDonaldTrump @FoxNews @DHSgov Pimp, john, prostitute, camera, prison.  Yeah, too complicated for twitter.",trump
Emilyisadem_,"@realDonaldTrump @FoxNews @DHSgov Failing,flailing, you are even losing Fox News lol.",trump
BillWalshJr1,@realDonaldTrump @FoxNews @DHSgov Awww fox not kissing your butt anymore so time to trash them too. https://t.co/9anHuGlHUw,trump
KKdark958,@realDonaldTrump @FoxNews @DHSgov Trump and Barr did nothing in armed protesters in Michigan??!!  https://t.co/PppYfcAR2L,trump
sneakerphile,@realDonaldTrump @FoxNews @DHSgov You know you've screwed up when Fox is shooting you down. Time to go now Donny!,trump
RegsGram,@realDonaldTrump @FoxNews @DHSgov Of course it’s ON PURPOSE!!!  @SpeakerRyan,trump
warpaintcat,@realDonaldTrump @FoxNews @DHSgov You know its bad when Dump doesn't even trust Fox,trump
MacuraSusan,@realDonaldTrump @FoxNews @DHSgov Stop trying to scare us with this crap and concentrate on what really scares us - the pandemic!,trump
jimmy_maybe,@realDonaldTrump @FoxNews @DHSgov I'm not a political expert. What do you think Trump's strategy is for attacking F… https://t.co/brtqGtbQYI,trump
jennifernacci,"@realDonaldTrump @FoxNews @DHSgov Too*, moron.",trump
Wei10411237,@realDonaldTrump @FoxNews @DHSgov I thought Fox was a friend of yours! What did you do to isolate yourself?,trump
TracyLeannSmit1,@realDonaldTrump @FoxNews @DHSgov https://t.co/y87NL7Phm0,trump
TracyLeannSmit1,@realDonaldTrump @FoxNews @DHSgov https://t.co/mrA8Bh3uhZ,trump
daurner,"@realDonaldTrump @FoxNews @DHSgov ""You are demanding..."" by maiming, gassing, jailing protesters...rioters are caus… https://t.co/4OXwwclKJl",trump
MonicaVanzant,"@realDonaldTrump @FoxNews @DHSgov NARRATOR: ""It's really not that complicated.""",trump
arvhayden,@realDonaldTrump @FoxNews @DHSgov It’s “Too complicated to” NOT “to complicated to”. Don’t worry I have already tho… https://t.co/ptM0SDAuwb,trump
HeideggerFan,@realDonaldTrump https://t.co/UyjvKYYSCN,trump
demelio_terri,"@realDonaldTrump Good, now stay there",trump
stayengaged2,@realDonaldTrump If you would add a little empathy for the people in this state affected by COVID would go a long w… https://t.co/f7y5dFjUWZ,trump
jazzlace11,@realDonaldTrump Great to have you here,trump
kevinstarr,@realDonaldTrump https://t.co/x5nRVolUEv,trump
rickpea65020432,@realDonaldTrump Will you vote by mail so it must be fraud,trump
